tender_id,tender_date,category,region,procurement_method,vendor_id,bidder_ids,num_bidders,tender_value,estimated_market_value,bid_amount,bid_rank,award_value,final_contract_value,contract_duration_months,bids,is_anomaly,anomaly_types,previous_participations,previous_wins,vendor_win_rate,post_award_change_pct,bid_to_tender_ratio,bid_to_market_ratio
T02998,2022-04-01,Transport,East,negotiated,V0176,V0021|V0176|V0214|V0229,4,494.4,482.67,469.38,1,476.87,510.01,31,V0021:475.80|V0176:469.38|V0214:503.04|V0229:496.97,0,,10,1,0.1,6.9494830876339435,0.9493932038834951,0.972465659767543
T03598,2022-04-01,Medical Supplies,West,open,V0043,V0043|V0107|V0257,3,477.7,463.39,423.9,1,429.61,440.75,9,V0043:423.90|V0107:425.26|V0257:495.78,0,,16,1,0.0625,2.5930495100207134,0.8873770148628847,0.9147802067373055
T03642,2022-04-01,Construction,East,open,V0124,V0027|V0114|V0124|V0148|V0314|V0392,6,1597.19,1626.96,1408.11,1,1420.61,1501.26,18,V0027:1504.71|V0114:1450.73|V0124:1408.11|V0148:1467.88|V0314:1500.74|V0392:1413.52,0,,12,4,0.3333333333333333,5.677138693941341,0.8816170900143376,0.865485322318926
T03988,2022-04-01,IT Services,North,open,V0110,V0061|V0110|V0150|V0229|V0236|V0352,6,447.53,460.82,403.98,1,402.55,427.24,20,V0061:419.07|V0110:403.98|V0150:451.63|V0229:408.35|V0236:412.76|V0352:468.60,0,,9,3,0.3333333333333333,6.133399577692211,0.9026880879494114,0.8766546590859772
T04532,2022-04-01,Consulting,West,open,V0263,V0013|V0041|V0121|V0263,4,41.32,39.48,36.62,1,36.7,39.4,19,V0013:41.25|V0041:42.66|V0121:43.18|V0263:36.62,0,,18,4,0.2222222222222222,7.356948228882822,0.8862536302032913,0.9275582573454914
T04601,2022-04-01,Transport,South,restricted,V0368,V0099|V0368,2,293.22,292.66,284.31,1,282.68,299.77,31,V0099:289.16|V0368:284.31,0,,14,0,0.0,6.045705391255121,0.9696132596685082,0.9714685983735392
T05061,2022-04-01,IT Services,Central,open,V0348,V0037|V0043|V0094|V0269|V0348|V0358,6,231.0,244.69,205.59,1,204.52,273.7,32,V0037:217.75|V0043:224.98|V0094:212.63|V0269:238.86|V0348:205.59|V0358:219.45,1,post_award_change,14,2,0.14285714285714285,33.82554273420691,0.89,0.8402059749070252
T05108,2022-04-01,IT Services,West,open,V0339,V0040|V0098|V0152|V0339|V0368,5,464.46,451.5,424.35,1,430.99,443.01,7,V0040:475.79|V0098:428.30|V0152:462.20|V0339:424.35|V0368:482.54,0,,9,1,0.1111111111111111,2.7889278173507464,0.9136416483658443,0.9398671096345516
T05825,2022-04-01,Transport,Central,open,V0168,V0084|V0093|V0126|V0146|V0168|V0364|V0374,7,1786.49,1705.9,1607.48,1,1638.97,1741.68,22,V0084:1691.33|V0093:1754.82|V0126:1715.77|V0146:1850.32|V0168:1607.48|V0364:1619.78|V0374:1783.37,0,,22,3,0.13636363636363635,6.266740696901104,0.8997979277801723,0.9423061140746819
T06870,2022-04-01,Medical Supplies,West,open,V0323,V0047|V0107|V0174|V0210|V0296|V0318|V0323,7,730.49,673.72,695.93,1,708.95,752.92,17,V0047:711.00|V0107:763.38|V0174:756.25|V0210:729.79|V0296:714.53|V0318:733.25|V0323:695.93,0,,11,2,0.18181818181818182,6.202129910430906,0.9526892907500444,1.0329662174196994
T07484,2022-04-01,Construction,Central,restricted,V0276,V0020|V0276,2,2358.37,2341.06,2194.59,1,2216.85,2294.56,31,V0020:2437.27|V0276:2194.59,0,,12,2,0.16666666666666666,3.5054243633985176,0.930553729906673,0.9374343246221798
T07819,2022-04-01,Transport,South,open,V0023,V0009|V0023|V0143|V0379,4,456.96,473.14,446.35,1,444.8,440.16,32,V0009:469.33|V0023:446.35|V0143:464.94|V0379:455.65,0,,14,3,0.21428571428571427,-1.0431654676258961,0.9767813375350141,0.9433782812698145
T08083,2022-04-01,Consulting,East,open,V0132,V0021|V0026|V0035|V0055|V0132|V0288|V0327,7,252.82,271.87,224.74,1,226.85,242.23,19,V0021:235.29|V0026:263.11|V0035:258.91|V0055:241.20|V0132:224.74|V0288:249.22|V0327:233.99,0,,12,5,0.4166666666666667,6.779810447432222,0.8889328375919627,0.8266450877257513
T08108,2022-04-01,IT Services,Central,open,V0058,V0028|V0058|V0208|V0265|V0291|V0395,6,492.73,520.02,444.54,1,450.35,485.65,29,V0028:498.23|V0058:444.54|V0208:479.62|V0265:491.97|V0291:447.83|V0395:447.69,0,,10,2,0.2,7.838347951593194,0.9021979583138838,0.8548517364716742
T08265,2022-04-01,Transport,Central,open,V0253,V0180|V0239|V0253|V0329|V0349|V0355|V0362|V0366,8,1035.44,1015.86,943.98,1,938.54,995.54,27,V0180:1024.99|V0239:1081.62|V0253:943.98|V0329:1070.50|V0349:1055.81|V0355:966.49|V0362:1055.39|V0366:1056.45,0,,8,1,0.125,6.07326272721461,0.9116704009889516,0.9292422184159235
T08523,2022-04-01,Construction,Central,open,V0382,V0077|V0274|V0382,3,2431.48,2354.14,2308.13,1,2300.36,2340.04,22,V0077:2490.05|V0274:2538.02|V0382:2308.13,0,,13,2,0.15384615384615385,1.7249473995374565,0.9492695806669189,0.9804557078168674
T09055,2022-04-01,Transport,North,open,V0168,V0023|V0168|V0239|V0313|V0387,5,482.23,486.77,427.89,1,434.6,464.98,12,V0023:431.89|V0168:427.89|V0239:450.97|V0313:495.59|V0387:475.90,0,,22,3,0.13636363636363635,6.990335941095259,0.8873151815523712,0.879039382049017
T09138,2022-04-01,Consulting,West,open,V0241,V0105|V0241|V0312|V0363,4,251.15,231.65,235.56,1,239.7,257.31,14,V0105:241.63|V0241:235.56|V0312:257.81|V0363:248.28,0,,16,1,0.0625,7.346683354192747,0.9379255425044793,1.0168789121519535
T09171,2022-04-01,Transport,Central,restricted,V0001,V0001|V0397,2,325.07,350.69,291.58,1,291.58,297.75,33,V0001:291.58|V0397:294.71,1,high_win_rate,26,21,0.8076923076923077,2.116057342753281,0.8969760359307226,0.8314465767486954
T00410,2022-04-02,IT Services,West,open,V0137,V0073|V0085|V0113|V0132|V0137|V0189,6,157.12,151.91,142.16,1,143.49,150.63,31,V0073:154.53|V0085:149.58|V0113:149.39|V0132:154.30|V0137:142.16|V0189:154.53,0,,16,3,0.1875,4.975956512648955,0.9047861507128309,0.935817260219867
T00728,2022-04-02,Transport,East,open,V0212,V0186|V0212|V0252,3,1491.04,1407.48,1377.56,1,1388.87,1464.4,16,V0186:1403.17|V0212:1377.56|V0252:1406.68,0,,18,2,0.1111111111111111,5.43823395998187,0.9238920485030583,0.9787421490891522
T00880,2022-04-02,Transport,Central,open,V0211,V0167|V0211,2,1747.84,1639.2,1716.07,1,1716.07,1742.89,14,V0167:1739.91|V0211:1716.07,1,low_bid_count,14,4,0.2857142857142857,1.5628733093638467,0.9818232790186745,1.0468948267447535
T04561,2022-04-02,Construction,South,open,V0068,V0049|V0068|V0136|V0239|V0299,5,3717.28,3914.88,3291.39,1,3297.72,3261.94,9,V0049:3571.77|V0068:3291.39|V0136:3786.35|V0239:3599.01|V0299:3566.74,0,,13,2,0.15384615384615385,-1.084992055116861,0.8854296690052941,0.8407384134379597
T04693,2022-04-02,Medical Supplies,West,open,V0372,V0012|V0016|V0050|V0192|V0272|V0372|V0376,7,194.11,187.66,178.38,1,178.42,179.96,15,V0012:186.76|V0016:186.19|V0050:182.46|V0192:186.33|V0272:186.22|V0372:178.38|V0376:188.42,0,,13,6,0.46153846153846156,0.8631319358816392,0.9189634743186852,0.9505488649685602
T05529,2022-04-02,Consulting,North,open,V0187,V0096|V0187|V0287|V0340,4,60.51,62.57,56.49,1,56.04,56.79,18,V0096:56.60|V0187:56.49|V0287:57.29|V0340:59.21,0,,15,4,0.26666666666666666,1.3383297644539616,0.9335647000495787,0.9028288317084865
T07073,2022-04-02,Transport,East,negotiated,V0185,V0099|V0185|V0203,3,1991.79,2010.01,1951.18,1,1953.89,2042.42,19,V0099:2003.87|V0185:1951.18|V0203:2036.93,0,,9,3,0.3333333333333333,4.530961313072894,0.9796113044045809,0.9707314888980653
T07412,2022-04-02,Construction,East,restricted,V0350,V0322|V0350|V0351,3,4182.19,4482.74,3771.47,1,3769.95,3981.5,30,V0322:4388.35|V0350:3771.47|V0351:4091.98,0,,17,4,0.23529411764705882,5.611480258358869,0.9017930797022613,0.8413314178381972
T08508,2022-04-02,Transport,North,open,V0243,V0167|V0198|V0243|V0392,4,665.39,641.82,603.87,1,609.07,598.95,30,V0167:636.85|V0198:646.07|V0243:603.87|V0392:604.48,0,,15,3,0.2,-1.6615495755824459,0.9075429447391755,0.9408712723193418
T09126,2022-04-02,Medical Supplies,South,negotiated,V0327,V0194|V0271|V0327,3,267.02,276.93,244.57,1,246.75,259.99,35,V0194:250.42|V0271:279.80|V0327:244.57,0,,21,0,0.0,5.365754812563327,0.9159239008313984,0.8831473657603004
T00430,2022-04-03,Consulting,Central,open,V0336,V0046|V0231|V0241|V0291|V0319|V0334|V0336,7,77.92,79.78,68.6,1,67.94,97.58,34,V0046:72.48|V0231:77.01|V0241:70.93|V0291:80.64|V0319:74.97|V0334:72.51|V0336:68.60,1,post_award_change,4,0,0.0,43.62672946717692,0.8803901437371663,0.859864627726247
T01623,2022-04-03,Medical Supplies,Central,open,V0232,V0095|V0100|V0136|V0232|V0261|V0270|V0370|V0389,8,690.22,741.71,628.64,1,631.39,636.09,17,V0095:706.67|V0100:654.58|V0136:675.42|V0232:628.64|V0261:676.23|V0270:702.22|V0370:705.57|V0389:667.42,0,,27,10,0.37037037037037035,0.7443893631511499,0.9107820694850917,0.8475549743161073
T01630,2022-04-03,Construction,Central,open,V0076,V0020|V0076,2,1830.55,1699.05,1729.6,1,1729.6,1778.23,7,V0020:1799.65|V0076:1729.60,1,low_bid_count,15,2,0.13333333333333333,2.811632747456066,0.9448526399169648,1.0179806362378976
T01864,2022-04-03,Transport,East,negotiated,V0246,V0242|V0246|V0288,3,547.23,546.91,519.4,1,516.02,506.8,7,V0242:529.35|V0246:519.40|V0288:571.47,0,,17,4,0.23529411764705882,-1.786752451455364,0.9491438700363649,0.949699219249968
T02574,2022-04-03,Construction,West,open,V0192,V0060|V0086|V0112|V0192|V0396,5,379.7,388.6,342.28,1,345.52,347.73,6,V0060:352.94|V0086:362.40|V0112:347.50|V0192:342.28|V0396:365.87,0,,17,2,0.11764705882352941,0.6396156517712539,0.9014485119831446,0.8808028821410189
T02621,2022-04-03,IT Services,East,restricted,V0002,V0002|V0003|V0004|V0005,4,341.36,314.35,317.21,1,317.21,322.82,32,V0002:317.21|V0003:339.39|V0004:331.29|V0005:332.69,1,repeated_co_bidders,27,8,0.2962962962962963,1.768544497336154,0.9292535739395359,1.009098139017019
T03332,2022-04-03,Medical Supplies,Central,negotiated,V0159,V0093|V0159|V0278,3,229.89,246.98,221.43,1,224.7,224.48,9,V0093:236.85|V0159:221.43|V0278:237.20,0,,11,4,0.36363636363636365,-0.09790832220738711,0.9631997912044892,0.8965503279617784
T04580,2022-04-03,Consulting,Central,open,V0061,V0061|V0064|V0125|V0214|V0302,5,271.34,282.83,251.16,1,252.64,258.87,10,V0061:251.16|V0064:254.27|V0125:276.63|V0214:259.35|V0302:252.21,0,,16,2,0.125,2.46595946801774,0.9256283629394856,0.8880246084220204
T07164,2022-04-03,Consulting,Central,restricted,V0399,V0355|V0377|V0399,3,295.44,293.35,268.08,1,268.77,277.36,16,V0355:279.29|V0377:292.57|V0399:268.08,0,,11,0,0.0,3.196041224839094,0.9073923639317627,0.9138571672064086
T07897,2022-04-03,Construction,East,open,V0008,V0006|V0007|V0008,3,4418.16,4681.13,4139.45,1,4139.45,4259.71,22,V0006:4218.97|V0007:4298.50|V0008:4139.45,1,similar_bidding,26,8,0.3076923076923077,2.9052168766382063,0.9369171781918264,0.8842843501462253
T08106,2022-04-03,Medical Supplies,West,open,V0123,V0010|V0123|V0240|V0257|V0391,5,85.69,83.22,75.86,1,77.18,76.72,14,V0010:83.17|V0123:75.86|V0240:79.20|V0257:76.22|V0391:84.12,0,,13,5,0.38461538461538464,-0.5960093288416791,0.8852841638464232,0.9115597212208604
T09497,2022-04-03,Consulting,East,open,V0124,V0124|V0219|V0248|V0363|V0373,5,34.92,35.03,30.76,1,30.52,31.13,6,V0124:30.76|V0219:31.94|V0248:35.90|V0363:32.14|V0373:31.35,0,,13,5,0.38461538461538464,1.9986893840104831,0.8808705612829324,0.8781044818726805
T09635,2022-04-03,IT Services,West,negotiated,V0102,V0015|V0102|V0123,3,323.98,346.52,324.88,1,328.58,327.86,15,V0015:339.70|V0102:324.88|V0123:339.08,0,,11,3,0.2727272727272727,-0.21912471848559573,1.0027779492561268,0.9375505021355189
T00605,2022-04-04,Consulting,West,restricted,V0226,V0140|V0226,2,80.93,83.1,75.53,1,76.48,76.78,30,V0140:81.54|V0226:75.53,0,,15,1,0.06666666666666667,0.3922594142259377,0.9332756703323859,0.9089049338146812
T01350,2022-04-04,Transport,Central,negotiated,V0011,V0011|V0165|V0208|V0319,4,485.25,521.62,432.18,1,436.25,466.87,15,V0011:432.18|V0165:455.73|V0208:456.68|V0319:452.56,0,,11,3,0.2727272727272727,7.018911174785101,0.8906336939721793,0.8285341819715502
T01497,2022-04-04,Medical Supplies,West,negotiated,V0318,V0156|V0207|V0318|V0372,4,795.26,840.1,702.9,1,709.28,737.61,7,V0156:722.82|V0207:807.22|V0318:702.90|V0372:788.72,0,,14,3,0.21428571428571427,3.994191292578395,0.8838618816487689,0.8366861087965718
T01499,2022-04-04,Medical Supplies,South,open,V0393,V0032|V0089|V0129|V0248|V0258|V0371|V0393,7,247.71,252.35,218.33,1,222.38,225.06,13,V0032:239.56|V0089:236.87|V0129:258.31|V0248:229.27|V0258:245.05|V0371:249.15|V0393:218.33,0,,16,1,0.0625,1.2051443475132686,0.8813935650559122,0.8651872399445215
T01619,2022-04-04,IT Services,South,open,V0224,V0009|V0022|V0059|V0189|V0224|V0333|V0379|V0395,8,126.56,123.56,115.15,1,116.54,117.54,32,V0009:125.22|V0022:127.56|V0059:127.69|V0189:131.47|V0224:115.15|V0333:129.58|V0379:130.07|V0395:121.16,0,,12,3,0.25,0.858074480864939,0.9098451327433629,0.9319359015862739
T01709,2022-04-04,Transport,Central,open,V0383,V0016|V0179|V0195|V0202|V0259|V0301|V0325|V0383,8,1379.82,1329.48,1241.69,1,1245.77,1260.54,24,V0016:1402.73|V0179:1445.46|V0195:1393.17|V0202:1251.37|V0259:1395.51|V0301:1420.57|V0325:1274.83|V0383:1241.69,0,,15,3,0.2,1.1856121113849252,0.8998927396327058,0.9339666636579715
T01965,2022-04-04,Transport,East,restricted,V0373,V0011|V0144|V0270|V0373,4,657.95,624.64,611.89,1,616.13,663.12,23,V0011:675.15|V0144:690.31|V0270:674.98|V0373:611.89,0,,12,1,0.08333333333333333,7.626637235648323,0.9299946804468424,0.9795882428278688
T02148,2022-04-04,IT Services,North,open,V0192,V0192|V0323,2,379.18,377.25,359.95,1,359.95,362.75,13,V0192:359.95|V0323:381.50,1,low_bid_count,18,3,0.16666666666666666,0.7778858174746525,0.9492852998575874,0.9541418157720344
T02313,2022-04-04,Transport,North,open,V0310,V0072|V0182|V0243|V0295|V0310|V0313|V0367,7,678.76,711.05,641.0,1,642.97,668.17,13,V0072:659.27|V0182:644.42|V0243:683.51|V0295:655.18|V0310:641.00|V0313:692.71|V0367:670.82,0,,9,1,0.1111111111111111,3.9193119430144376,0.944369143732689,0.9014837212572956
T04746,2022-04-04,Construction,North,restricted,V0259,V0041|V0200|V0259,3,2277.91,2098.5,2009.05,1,2028.22,2063.92,24,V0041:2331.93|V0200:2091.12|V0259:2009.05,0,,18,3,0.16666666666666666,1.7601640847639826,0.8819707538928229,0.9573743149868954
T05153,2022-04-04,Consulting,Central,open,V0041,V0041|V0048|V0134|V0140|V0226,5,291.78,290.9,260.13,1,259.0,275.26,26,V0041:260.13|V0048:269.48|V0134:302.12|V0140:269.17|V0226:273.67,0,,14,2,0.14285714285714285,6.277992277992274,0.8915278634587703,0.8942248195256103
T06136,2022-04-04,Construction,West,negotiated,V0320,V0075|V0213|V0255|V0320,4,949.64,887.09,868.4,1,870.91,865.26,16,V0075:945.76|V0213:959.63|V0255:872.45|V0320:868.40,0,,8,2,0.25,-0.6487467132080212,0.9144517922581189,0.9789311118375812
T06376,2022-04-04,IT Services,West,open,V0058,V0058|V0073|V0075|V0092|V0164|V0345,6,274.97,281.8,242.35,1,246.12,264.43,7,V0058:242.35|V0073:255.05|V0075:267.71|V0092:285.98|V0164:284.46|V0345:249.41,0,,11,3,0.2727272727272727,7.43946042580855,0.8813688766047204,0.8600070972320795
T07151,2022-04-04,IT Services,North,open,V0282,V0041|V0150|V0204|V0209|V0213|V0282|V0328|V0383,8,193.81,181.88,173.45,1,173.64,184.93,29,V0041:191.24|V0150:202.85|V0204:202.58|V0209:201.49|V0213:200.48|V0282:173.45|V0328:203.26|V0383:179.97,0,,11,2,0.18181818181818182,6.5019580741764695,0.8949486610598008,0.9536507587420276
T07345,2022-04-04,Construction,North,restricted,V0241,V0200|V0241|V0284,3,3171.73,3276.02,3040.72,1,3010.8,3234.19,17,V0200:3142.96|V0241:3040.72|V0284:3058.16,0,,18,2,0.1111111111111111,7.419622691643413,0.9586944664268395,0.9281750416664122
T07365,2022-04-04,Consulting,East,open,V0268,V0105|V0155|V0205|V0268,4,274.04,291.56,253.56,1,251.61,249.57,10,V0105:283.34|V0155:284.81|V0205:276.48|V0268:253.56,0,,22,2,0.09090909090909091,-0.8107785859067687,0.9252663844694204,0.8696666209356565
T07482,2022-04-04,Medical Supplies,West,open,V0324,V0016|V0149|V0162|V0175|V0289|V0324|V0376,7,529.14,531.13,467.91,1,465.02,457.37,7,V0016:541.71|V0149:499.92|V0162:490.61|V0175:488.76|V0289:544.73|V0324:467.91|V0376:524.60,0,,16,1,0.0625,-1.6450905337404793,0.8842839324186417,0.8809707604541261
T08571,2022-04-04,Transport,Central,negotiated,V0337,V0181|V0259|V0337,3,1283.34,1229.12,1203.85,1,1224.59,1308.22,21,V0181:1326.78|V0259:1334.92|V0337:1203.85,0,,20,2,0.1,6.829224475130462,0.9380600620256518,0.9794405753709972
T09337,2022-04-04,Medical Supplies,West,open,V0270,V0015|V0122|V0237|V0269|V0270|V0394,6,278.07,282.65,246.68,1,249.45,253.98,17,V0015:282.92|V0122:268.34|V0237:269.36|V0269:262.54|V0270:246.68|V0394:264.78,0,,12,4,0.3333333333333333,1.8159951894167172,0.8871147552774482,0.8727401379798339
T09752,2022-04-04,Consulting,East,open,V0140,V0021|V0034|V0140|V0222|V0238|V0270,6,70.83,76.17,62.54,1,63.7,62.63,18,V0021:71.60|V0034:70.38|V0140:62.54|V0222:64.83|V0238:73.48|V0270:70.52,0,,11,4,0.36363636363636365,-1.679748822605966,0.8829591980799096,0.8210581593803334
T09952,2022-04-04,Medical Supplies,West,negotiated,V0062,V0015|V0062|V0298,3,214.29,210.97,203.96,1,207.83,205.56,14,V0015:224.88|V0062:203.96|V0298:215.79,0,,9,4,0.4444444444444444,-1.0922388490593322,0.9517942974473844,0.9667725268995592
T00806,2022-04-05,Medical Supplies,Central,negotiated,V0001,V0001|V0146|V0179,3,369.49,383.97,337.11,1,337.11,338.59,7,V0001:337.11|V0146:340.43|V0179:342.12,1,high_win_rate,27,22,0.8148148148148148,0.43902583726378963,0.9123656932528621,0.8779592155637159
T00904,2022-04-05,Consulting,Central,open,V0345,V0095|V0297|V0345|V0375,4,207.07,190.64,188.03,1,190.15,192.5,31,V0095:214.09|V0297:208.89|V0345:188.03|V0375:194.91,0,,13,0,0.0,1.2358664212463815,0.9080504177331338,0.9863092740243391
T02945,2022-04-05,Construction,East,open,V0030,V0030|V0048|V0116|V0174|V0242|V0297|V0330|V0346,8,4620.52,4920.69,4095.49,1,4095.87,4083.83,27,V0030:4095.49|V0048:4600.35|V0116:4142.01|V0174:4839.01|V0242:4555.49|V0297:4553.42|V0330:4165.33|V0346:4352.18,0,,12,2,0.16666666666666666,-0.2939546421151053,0.8863699323885622,0.8322999416748464
T04461,2022-04-05,Medical Supplies,South,restricted,V0281,V0281|V0333,2,676.37,658.17,619.86,1,619.97,624.5,30,V0281:619.86|V0333:667.67,0,,16,4,0.25,0.7306805167991955,0.9164510548959889,0.9417931537444734
T04871,2022-04-05,Construction,South,open,V0330,V0111|V0211|V0330,3,2350.94,2188.33,2208.52,1,2236.39,2410.56,17,V0111:2359.68|V0211:2211.07|V0330:2208.52,0,,18,2,0.1111111111111111,7.787997621166258,0.939419976690175,1.0092262135966696
T04989,2022-04-05,Transport,South,restricted,V0321,V0139|V0146|V0321,3,1906.35,1998.0,1715.65,1,1726.18,1692.98,32,V0139:1763.73|V0146:1747.96|V0321:1715.65,0,,18,8,0.4444444444444444,-1.9233220174025911,0.899965903428017,0.8586836836836838
T05056,2022-04-05,Transport,South,open,V0169,V0118|V0169|V0379,3,521.85,508.41,472.69,1,468.04,498.79,34,V0118:527.68|V0169:472.69|V0379:494.26,0,,19,5,0.2631578947368421,6.569951286214853,0.9057966848711315,0.9297417438681379
T05790,2022-04-05,Transport,East,restricted,V0155,V0116|V0155|V0185,3,620.18,664.24,587.1,1,596.92,631.82,30,V0116:621.28|V0155:587.10|V0185:636.27,0,,14,3,0.21428571428571427,5.8466796220599235,0.946660646908962,0.8838672768878719
T06004,2022-04-05,IT Services,Central,open,V0304,V0043|V0146|V0164|V0179|V0285|V0304|V0355,7,301.43,295.21,267.97,1,270.8,291.79,7,V0043:279.82|V0146:293.57|V0164:310.80|V0179:270.19|V0285:285.87|V0304:267.97|V0355:312.01,0,,15,3,0.2,7.7511078286558375,0.8889957867498259,0.9077267030249654
T06455,2022-04-05,Medical Supplies,East,open,V0078,V0078|V0184|V0366|V0381|V0398,5,295.0,303.29,265.07,1,269.64,269.66,8,V0078:265.07|V0184:280.83|V0366:268.11|V0381:304.31|V0398:272.91,0,,13,2,0.15384615384615385,0.007417297136937641,0.8985423728813559,0.8739819974282039
T06724,2022-04-05,IT Services,West,open,V0025,V0025|V0042|V0099|V0132|V0135|V0137|V0173|V0240,8,189.74,185.17,175.71,1,175.95,174.72,31,V0025:175.71|V0042:190.69|V0099:196.18|V0132:183.11|V0135:178.69|V0137:193.05|V0173:181.99|V0240:189.57,0,,20,4,0.2,-0.699062233589082,0.9260567091809845,0.9489118107684831
T06725,2022-04-05,IT Services,North,open,V0216,V0113|V0216|V0359|V0361|V0395,5,265.67,274.59,235.11,1,238.84,247.37,35,V0113:235.44|V0216:235.11|V0359:276.85|V0361:259.43|V0395:266.43,0,,12,2,0.16666666666666666,3.571428571428572,0.884970075657771,0.8562220037146292
T07368,2022-04-05,Medical Supplies,Central,restricted,V0347,V0093|V0347,2,788.98,829.38,732.87,1,737.16,769.27,11,V0093:743.82|V0347:732.87,0,,16,4,0.25,4.355906451787945,0.9288828614160055,0.8836359690371121
T08511,2022-04-05,Transport,West,open,V0306,V0014|V0187|V0306,3,1946.4,2005.19,1727.84,1,1732.07,1819.95,9,V0014:1882.62|V0187:1801.23|V0306:1727.84,0,,18,1,0.05555555555555555,5.0736979452331665,0.8877106452938758,0.861683930201128
T08881,2022-04-05,Consulting,North,negotiated,V0208,V0018|V0208|V0321|V0379,4,133.55,138.17,122.07,1,122.68,121.75,27,V0018:126.84|V0208:122.07|V0321:139.21|V0379:139.64,0,,16,2,0.125,-0.7580697750244594,0.9140396855110444,0.8834768763117898
T09682,2022-04-05,Transport,North,open,V0042,V0042|V0099|V0369,3,553.44,595.52,510.2,1,507.95,546.31,17,V0042:510.20|V0099:580.80|V0369:533.75,0,,11,3,0.2727272727272727,7.551924402008063,0.9218704827984966,0.8567302525523912
T00576,2022-04-06,Consulting,West,open,V0057,V0057|V0075|V0105|V0212|V0228,5,288.05,306.27,255.1,1,255.44,264.0,33,V0057:255.10|V0075:274.19|V0105:296.93|V0212:266.99|V0228:292.78,0,,15,3,0.2,3.351080488568745,0.8856101371289706,0.8329251967218467
T00885,2022-04-06,Consulting,West,open,V0161,V0161|V0247|V0340,3,117.04,109.8,107.16,1,109.1,110.22,26,V0161:107.16|V0247:112.07|V0340:109.17,0,,11,4,0.36363636363636365,1.0265811182401507,0.9155844155844155,0.9759562841530055
T01822,2022-04-06,Medical Supplies,North,restricted,V0069,V0069|V0147|V0328,3,254.46,272.27,109.74,1,109.74,109.99,13,V0069:109.74|V0147:113.03|V0328:116.32,1,price_deviation,12,3,0.25,0.227811190085657,0.43126621079933974,0.40305579020824917
